File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF222ZZI	bed narrowPeak	peaks	ENCSR937RVN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF618NGP	600607	ENCODE Processing Pipeline	b33a87b3953385c8542d20bd3849bf18		https://www.encodeproject.org/files/ENCFF222ZZI/@@download/ENCFF222ZZI.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF502FQS	bed narrowPeak	peaks	ENCSR937RVN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF061WQO, ENCFF967OQF	641116	ENCODE Processing Pipeline	5343024ddaab09eedbd540814901e89c		https://www.encodeproject.org/files/ENCFF502FQS/@@download/ENCFF502FQS.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF116WYF	bed narrowPeak	peaks	ENCSR937RVN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF568IND	639466	ENCODE Processing Pipeline	b4f4d8fbce9059dac20161cece829e85		https://www.encodeproject.org/files/ENCFF116WYF/@@download/ENCFF116WYF.bed.gz	hg19			released	low read depth, low spot score			
ENCFF880ORV	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	85 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF076ABH, ENCFF992CZQ	617691	ENCODE Processing Pipeline	63d9d7c834415eb9df282da7c49267fa		https://www.encodeproject.org/files/ENCFF880ORV/@@download/ENCFF880ORV.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF566SFJ	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	85 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF548UFF	614637	ENCODE Processing Pipeline	4c6837123b9721fb9765d8cec119cb1e		https://www.encodeproject.org/files/ENCFF566SFJ/@@download/ENCFF566SFJ.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF967WVU	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	85 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF892PLU, ENCFF967OQF	659718	ENCODE Processing Pipeline	619f1b0ae7869641581c5da934aeecf5		https://www.encodeproject.org/files/ENCFF967WVU/@@download/ENCFF967WVU.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF955EKA	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	85 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF377ZKN, ENCFF390DNP	658332	ENCODE Processing Pipeline	4a18017d14d674bb8c0d810653254c01		https://www.encodeproject.org/files/ENCFF955EKA/@@download/ENCFF955EKA.bed.gz	hg19			released	low read depth, low spot score			
ENCFF762SWA	bed narrowPeak	peaks	ENCSR753QKD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF197JIS, ENCFF992CZQ	907243	ENCODE Processing Pipeline	674626edbcc66237502af1895c6b9723		https://www.encodeproject.org/files/ENCFF762SWA/@@download/ENCFF762SWA.bed.gz	GRCh38			archived	low read depth			
ENCFF852IEJ	bed narrowPeak	peaks	ENCSR753QKD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF369UIK	903466	ENCODE Processing Pipeline	f94b224971b1dec9eba341ab3952b545		https://www.encodeproject.org/files/ENCFF852IEJ/@@download/ENCFF852IEJ.bed.gz	hg19			archived	low read depth			
ENCFF282BUD	bed narrowPeak	peaks	ENCSR753QKD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF240PRN, ENCFF967OQF	959566	ENCODE Processing Pipeline	f5ff5887dea986ea1163a252b4031a76		https://www.encodeproject.org/files/ENCFF282BUD/@@download/ENCFF282BUD.bed.gz	GRCh38			released	low read depth			
ENCFF512LDK	bed narrowPeak	peaks	ENCSR753QKD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF989EMJ	957650	ENCODE Processing Pipeline	b3d41736cb75ee7251f6e5fe477c4a63		https://www.encodeproject.org/files/ENCFF512LDK/@@download/ENCFF512LDK.bed.gz	hg19			released	low read depth			
ENCFF664MRC	bed narrowPeak	peaks	ENCSR622CAH	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF915BIV	884448	ENCODE Processing Pipeline	8bc2581e45b54fde75af2a1f98c828ea		https://www.encodeproject.org/files/ENCFF664MRC/@@download/ENCFF664MRC.bed.gz	hg19			archived	low read depth			
ENCFF207RZS	bed narrowPeak	peaks	ENCSR622CAH	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF331TLD, ENCFF992CZQ	885929	ENCODE Processing Pipeline	e03d473d9a84f2d8cca73b1aee1f4fe1		https://www.encodeproject.org/files/ENCFF207RZS/@@download/ENCFF207RZS.bed.gz	GRCh38			archived	low read depth			
ENCFF145MNB	bed narrowPeak	peaks	ENCSR622CAH	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF458BGJ, ENCFF967OQF	939729	ENCODE Processing Pipeline	b936cdb01a6e00ad8f451e30f3b82a50		https://www.encodeproject.org/files/ENCFF145MNB/@@download/ENCFF145MNB.bed.gz	GRCh38			released	low read depth			
ENCFF039KHZ	bed narrowPeak	peaks	ENCSR622CAH	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF678XNA	938161	ENCODE Processing Pipeline	f17fd956858e3fa675f07758a99e7f27		https://www.encodeproject.org/files/ENCFF039KHZ/@@download/ENCFF039KHZ.bed.gz	hg19			released	low read depth			
ENCFF665BXP	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF661CBD, ENCFF992CZQ	689557	ENCODE Processing Pipeline	7e1dd4256cd9a495eafbf20d43e36d23		https://www.encodeproject.org/files/ENCFF665BXP/@@download/ENCFF665BXP.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF196ENU	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF210XYO	688031	ENCODE Processing Pipeline	e1a062f08c9c2c62ad661f6a33bd1e4c		https://www.encodeproject.org/files/ENCFF196ENU/@@download/ENCFF196ENU.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF875CDR	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF940GYF, ENCFF967OQF	733601	ENCODE Processing Pipeline	8799f7e10b6a468544c774d6efdc40f5		https://www.encodeproject.org/files/ENCFF875CDR/@@download/ENCFF875CDR.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF384YXE	bed narrowPeak	peaks	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF553RKG	730887	ENCODE Processing Pipeline	de32a813fba8a200c0b2e703d1b399ba		https://www.encodeproject.org/files/ENCFF384YXE/@@download/ENCFF384YXE.bed.gz	hg19			released	low read depth, low spot score			
ENCFF265KNN	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF787GDC, ENCFF992CZQ	514232	ENCODE Processing Pipeline	93689594bc14c1c66d65e29641c8cd9d		https://www.encodeproject.org/files/ENCFF265KNN/@@download/ENCFF265KNN.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF134EOH	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF116UWL, ENCFF163ZHO	511150	ENCODE Processing Pipeline	2762e766d0133e3b9e05fc36192da9e1		https://www.encodeproject.org/files/ENCFF134EOH/@@download/ENCFF134EOH.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF148PCY	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF639QKR, ENCFF967OQF	546917	ENCODE Processing Pipeline	a48416a3145e718f629e34614a9ebc04		https://www.encodeproject.org/files/ENCFF148PCY/@@download/ENCFF148PCY.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF802PVJ	bed narrowPeak	peaks	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF772QLS	546629	ENCODE Processing Pipeline	82a7f2ae565ee00f3c71d750cfe648af		https://www.encodeproject.org/files/ENCFF802PVJ/@@download/ENCFF802PVJ.bed.gz	hg19			released	low read depth, low spot score			
ENCFF508UQC	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF839KKK	497123	ENCODE Processing Pipeline	5a5e1e3e74a9af0e69061c8eb1986fde		https://www.encodeproject.org/files/ENCFF508UQC/@@download/ENCFF508UQC.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF464PRA	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF824GYO, ENCFF992CZQ	498870	ENCODE Processing Pipeline	4c89e878d921262918225a1986d79aa6		https://www.encodeproject.org/files/ENCFF464PRA/@@download/ENCFF464PRA.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF473LEG	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF748OVY, ENCFF967OQF	530997	ENCODE Processing Pipeline	25ae8b9cd879a42b80c2e874927dbba9		https://www.encodeproject.org/files/ENCFF473LEG/@@download/ENCFF473LEG.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF948QHW	bed narrowPeak	peaks	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF229SBH, ENCFF390DNP	529338	ENCODE Processing Pipeline	e462511c988aa2dad37813dfe00db67a		https://www.encodeproject.org/files/ENCFF948QHW/@@download/ENCFF948QHW.bed.gz	hg19			released	low read depth, low spot score			
ENCFF355LDD	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF241QWI, ENCFF992CZQ	488779	ENCODE Processing Pipeline	75204a640ff942e1668efa85b73b8d29		https://www.encodeproject.org/files/ENCFF355LDD/@@download/ENCFF355LDD.bed.gz	GRCh38			archived	low read depth			
ENCFF654IWG	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF158VQA, ENCFF163ZHO	487247	ENCODE Processing Pipeline	dfc2613b644d188294aa13813dcd07cf		https://www.encodeproject.org/files/ENCFF654IWG/@@download/ENCFF654IWG.bed.gz	hg19			archived	low read depth			
ENCFF238LUI	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF028OWR, ENCFF967OQF	490177	ENCODE Processing Pipeline	d2eb6ee6f45dd30f37ea630cf427e318		https://www.encodeproject.org/files/ENCFF238LUI/@@download/ENCFF238LUI.bed.gz	GRCh38			released	low read depth			
ENCFF957KRB	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF469VSO	488458	ENCODE Processing Pipeline	87b14de18261a4416ab79aabd967a729		https://www.encodeproject.org/files/ENCFF957KRB/@@download/ENCFF957KRB.bed.gz	hg19			released	low read depth			
ENCFF015MZL	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				1							ENCFF002DUH, ENCFF002DUI, ENCFF002DUJ, ENCFF002DUK	1675487	John Stamatoyannopoulos, UW	cc2cbe88dc4a9640ba9b79f3a993ce61		https://www.encodeproject.org/files/ENCFF015MZL/@@download/ENCFF015MZL.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF153XYG	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				2							ENCFF002DUL, ENCFF002DUM, ENCFF002DUN, ENCFF002DUO, ENCFF002DUQ, ENCFF002DUS	3639272	John Stamatoyannopoulos, UW	4c62dbd370bf74e08d9194a4d7d9ca7a		https://www.encodeproject.org/files/ENCFF153XYG/@@download/ENCFF153XYG.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF760JNT	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				1							ENCFF163ZHO, ENCFF873VFX	476452	ENCODE Processing Pipeline	66a0ecb43adfabe1a5750d87e1432d8f		https://www.encodeproject.org/files/ENCFF760JNT/@@download/ENCFF760JNT.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF388MIC	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				2							ENCFF163ZHO, ENCFF397TUG	2807958	ENCODE Processing Pipeline	c34b0fe99aa55a8d541ece37376cd924		https://www.encodeproject.org/files/ENCFF388MIC/@@download/ENCFF388MIC.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF568UQT	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				1							ENCFF556XHS, ENCFF992CZQ	479154	ENCODE Processing Pipeline	207f627306df4e3c36100f2e47be0a49		https://www.encodeproject.org/files/ENCFF568UQT/@@download/ENCFF568UQT.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF774SBQ	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				2							ENCFF132RFU, ENCFF992CZQ	2821955	ENCODE Processing Pipeline	ba8c9f37ed7bfd6515a79de76e5f9139		https://www.encodeproject.org/files/ENCFF774SBQ/@@download/ENCFF774SBQ.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF621IAQ	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				1							ENCFF722VFZ, ENCFF967OQF	525748	ENCODE Processing Pipeline	0ac855999096152a9df885c7337d8284		https://www.encodeproject.org/files/ENCFF621IAQ/@@download/ENCFF621IAQ.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF688IFG	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				2							ENCFF279KHO, ENCFF967OQF	2924103	ENCODE Processing Pipeline	0269ac7ed207644784cba2c68523a694		https://www.encodeproject.org/files/ENCFF688IFG/@@download/ENCFF688IFG.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF145VMR	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				1							ENCFF056UYZ, ENCFF390DNP	523686	ENCODE Processing Pipeline	843dc60b3126966832888cf10661a66d		https://www.encodeproject.org/files/ENCFF145VMR/@@download/ENCFF145VMR.bed.gz	hg19			released	low read depth, low spot score			
ENCFF330QXG	bed narrowPeak	peaks	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	male	76 day, 58 day	Homo sapiens							DNA					False	2016-09-22	ENCODE				2							ENCFF127RJK, ENCFF390DNP	2915756	ENCODE Processing Pipeline	ff304237fea08cf02e8add9df07992e1		https://www.encodeproject.org/files/ENCFF330QXG/@@download/ENCFF330QXG.bed.gz	hg19			released	low read depth, low spot score			
ENCFF716KMR	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	87 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF668QAR, ENCFF992CZQ	848815	ENCODE Processing Pipeline	97ecc85af7938a59b14d34ae3f9d7f3b		https://www.encodeproject.org/files/ENCFF716KMR/@@download/ENCFF716KMR.bed.gz	GRCh38			archived	low read depth			
ENCFF866PBJ	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	87 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF391PRC	845805	ENCODE Processing Pipeline	cc46eea8ae32bda997283ede2650a561		https://www.encodeproject.org/files/ENCFF866PBJ/@@download/ENCFF866PBJ.bed.gz	hg19			archived	low read depth			
ENCFF756JNG	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	87 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF513MDH, ENCFF967OQF	886727	ENCODE Processing Pipeline	115e749c5ae7a12c8799318a371fb81d		https://www.encodeproject.org/files/ENCFF756JNG/@@download/ENCFF756JNG.bed.gz	GRCh38			released	low read depth			
ENCFF114NLK	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	87 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF701UAW	885673	ENCODE Processing Pipeline	c5031dda99e5cd8e7743e8f8d275d834		https://www.encodeproject.org/files/ENCFF114NLK/@@download/ENCFF114NLK.bed.gz	hg19			released	low read depth			
ENCFF651ZLC	bed narrowPeak	peaks	ENCSR016THC	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF601ORI	630412	ENCODE Processing Pipeline	daa5c6c9264ed2b4408914e4d284ef43		https://www.encodeproject.org/files/ENCFF651ZLC/@@download/ENCFF651ZLC.bed.gz	hg19			archived	low read depth			
ENCFF742WRC	bed narrowPeak	peaks	ENCSR016THC	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF741RZT, ENCFF992CZQ	631428	ENCODE Processing Pipeline	c3870307c601e5b03f32642608937f95		https://www.encodeproject.org/files/ENCFF742WRC/@@download/ENCFF742WRC.bed.gz	GRCh38			archived	low read depth			
ENCFF241USC	bed narrowPeak	peaks	ENCSR016THC	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF465SCA, ENCFF967OQF	672649	ENCODE Processing Pipeline	0403961e1d5ca8571710e7b7aae0adf6		https://www.encodeproject.org/files/ENCFF241USC/@@download/ENCFF241USC.bed.gz	GRCh38			released	low read depth			
ENCFF332HNX	bed narrowPeak	peaks	ENCSR016THC	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF048GOA, ENCFF390DNP	670579	ENCODE Processing Pipeline	a9f293fcae90fd909865edf46413ca4c		https://www.encodeproject.org/files/ENCFF332HNX/@@download/ENCFF332HNX.bed.gz	hg19			released	low read depth			
ENCFF655VLV	bed narrowPeak	peaks	ENCSR228BOM	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF669FGL	990278	ENCODE Processing Pipeline	9158aafcc3ccd9a8ff3246cea52e49bb		https://www.encodeproject.org/files/ENCFF655VLV/@@download/ENCFF655VLV.bed.gz	hg19			archived	low read depth			
ENCFF777SVA	bed narrowPeak	peaks	ENCSR228BOM	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF725BGI, ENCFF992CZQ	994079	ENCODE Processing Pipeline	c044cf9ac8612a1062e1d48b083224b8		https://www.encodeproject.org/files/ENCFF777SVA/@@download/ENCFF777SVA.bed.gz	GRCh38			archived	low read depth			
ENCFF448ZKW	bed narrowPeak	peaks	ENCSR228BOM	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF595LDQ, ENCFF967OQF	1044950	ENCODE Processing Pipeline	ff0cabb7ef311540cebfa015c819295a		https://www.encodeproject.org/files/ENCFF448ZKW/@@download/ENCFF448ZKW.bed.gz	GRCh38			released	low read depth			
ENCFF650YFS	bed narrowPeak	peaks	ENCSR228BOM	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF337MIR, ENCFF390DNP	1043389	ENCODE Processing Pipeline	d83fe0461f19c0981bda80a3287a8db6		https://www.encodeproject.org/files/ENCFF650YFS/@@download/ENCFF650YFS.bed.gz	hg19			released	low read depth			
ENCFF786GMY	bed narrowPeak	peaks	ENCSR606UAR	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF841GXO, ENCFF992CZQ	1064396	ENCODE Processing Pipeline	ac53c9fc9977932701e4dd636564e092		https://www.encodeproject.org/files/ENCFF786GMY/@@download/ENCFF786GMY.bed.gz	GRCh38			archived	low read depth			
ENCFF958VNA	bed narrowPeak	peaks	ENCSR606UAR	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF762FOS	1060991	ENCODE Processing Pipeline	a87f606c721a362b4d2516024a7dc17e		https://www.encodeproject.org/files/ENCFF958VNA/@@download/ENCFF958VNA.bed.gz	hg19			archived	low read depth			
ENCFF983SVC	bed narrowPeak	peaks	ENCSR606UAR	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF353BGJ, ENCFF967OQF	1122163	ENCODE Processing Pipeline	3162185cb73cafc98b2ba73a3748c013		https://www.encodeproject.org/files/ENCFF983SVC/@@download/ENCFF983SVC.bed.gz	GRCh38			released	low read depth			
ENCFF724SUH	bed narrowPeak	peaks	ENCSR606UAR	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF082UDJ, ENCFF390DNP	1120141	ENCODE Processing Pipeline	95f6e0959501ecb3160879278040b463		https://www.encodeproject.org/files/ENCFF724SUH/@@download/ENCFF724SUH.bed.gz	hg19			released	low read depth			
ENCFF732VLL	bed narrowPeak	peaks	ENCSR851ZFT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	89 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF404MDM, ENCFF992CZQ	1115928	ENCODE Processing Pipeline	15a43415eeca318f21ccd407aa053452		https://www.encodeproject.org/files/ENCFF732VLL/@@download/ENCFF732VLL.bed.gz	GRCh38			archived	low read depth			
ENCFF940MZC	bed narrowPeak	peaks	ENCSR851ZFT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	89 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF071YMD, ENCFF163ZHO	1111419	ENCODE Processing Pipeline	ce51583ca6b116f87c1684b660de9fc9		https://www.encodeproject.org/files/ENCFF940MZC/@@download/ENCFF940MZC.bed.gz	hg19			archived	low read depth			
ENCFF194KXV	bed narrowPeak	peaks	ENCSR851ZFT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	89 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF099CBN, ENCFF967OQF	1177527	ENCODE Processing Pipeline	e45b80e38cb64ce9e5de6d4eb38ab5ca		https://www.encodeproject.org/files/ENCFF194KXV/@@download/ENCFF194KXV.bed.gz	GRCh38			released	low read depth			
ENCFF816UDC	bed narrowPeak	peaks	ENCSR851ZFT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	89 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF681NFK	1174107	ENCODE Processing Pipeline	ad3f16a025c65285d7133fe2cb52e391		https://www.encodeproject.org/files/ENCFF816UDC/@@download/ENCFF816UDC.bed.gz	hg19			released	low read depth			
